,name,race,medical,positive,negative,flavors
1892,White Bastard,indica,"Pain,Cramps,Inflammation,Spasticity,Muscle Spasms","Relaxed,Euphoric,Happy,Sleepy,Focused",,"Blueberry,Sweet,Pine"
1893,White Berry,indica,"Depression,Pain,Stress,Nausea,Headache,Headaches","Relaxed,Euphoric,Happy,Creative,Aroused","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Sweet,Earthy,Berry"
1894,White Bubblegum,indica,,Giggly,,"Earthy,Sweet,Woody"
1895,White Buffalo,sativa,"Depression,Pain,Stress,Lack of Appetite,Fatigue","Relaxed,Euphoric,Happy,Energetic,Uplifted","Dizzy,Dry Mouth,Dry Eyes,Anxious","Sweet,Berry,Spicy/Herbal"
1896,White Caramel Cookie,indica,"Depression,Pain,Stress,Lack of Appetite,Muscle Spasms","Relaxed,Euphoric,Creative,Energetic,Aroused",,"Berry,Earthy,Grape"
1897,White Cheese,hybrid,"Depression,Stress,Nausea,Headaches,Inflammation","Relaxed,Euphoric,Happy,Focused","Dry Mouth,Dry Eyes","Cheese,Pungent,Earthy"
1898,White Cookies,hybrid,"Insomnia,Pain,Stress,Lack of Appetite,Headache,Inflammation","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dry Mouth,Dry Eyes","Sweet,Earthy,Pungent"
1899,White Dawg,hybrid,"Depression,Pain,Stress,Lack of Appetite,Fatigue","Relaxed,Hungry,Euphoric,Talkative","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Spicy/Herbal,Minty,Earthy"
1900,White Diesel,hybrid,"Depression,Pain,Stress,Lack of Appetite,Nausea,Headache","Relaxed,Euphoric,Talkative,Uplifted,Focused","Dizzy,Dry Mouth,Dry Eyes","Diesel,Pungent,Citrus"
1901,White Dragon,indica,"Depression,Insomnia,Pain,Stress,Fatigue","Relaxed,Hungry,Euphoric,Happy,Talkative","Dizzy,Dry Mouth,Dry Eyes","Earthy,Woody,Lemon"
1902,White Dream,hybrid,"Depression,Pain,Stress,Headaches,Inflammation","Relaxed,Happy,Energetic,Uplifted,Focused",,"Sweet,Citrus,Flowery"
1903,White Durban,sativa,"Depression,Stress,Lack of Appetite,Fatigue,Headaches","Euphoric,Happy,Energetic,Uplifted,Focused",,"Diesel,Skunk,Earthy"
1904,White Elephant,hybrid,"Depression,Insomnia,Stress,Headaches,Eye Pressure","Relaxed,Euphoric,Happy,Uplifted,Sleepy",Dry Mouth,"Sweet,Pungent,Earthy"
1905,White Empress,indica,"Depression,Stress,Fatigue","Relaxed,Euphoric,Happy,Uplifted,Sleepy",,"Citrus,Earthy,Sweet"
1906,White Fire 43,indica,"Depression,Insomnia,Pain,Stress,Fatigue","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Dry Eyes","Pungent,Sweet,Earthy"
1907,White Fire Alien OG,hybrid,"Depression,Insomnia,Pain,Stress,Fatigue","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Lemon,Sweet,Woody"
1908,White Fire OG,hybrid,"Depression,Pain,Stress,Nausea,Fatigue","Relaxed,Euphoric,Happy,Creative,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Pungent,Earthy,Sweet"
1909,White Gold,hybrid,"Depression,Pain,Stress,Lack of Appetite,Muscle Spasms","Relaxed,Hungry,Euphoric,Happy,Uplifted",Dry Mouth,"Earthy,Spicy/Herbal,Pungent"
1910,White Gorilla,hybrid,"Depression,Insomnia,Pain,Stress,Nausea","Relaxed,Euphoric,Happy,Focused,Giggly",Paranoid,"Sweet,Pungent,Earthy"
1911,White Haze,sativa,"Depression,Pain,Stress,Fatigue,Muscle Spasms","Euphoric,Happy,Creative,Energetic,Talkative",Dry Mouth,"Lemon,Berry,Skunk"
1912,White Knight,hybrid,"Depression,Insomnia,Pain,Stress,Nausea","Relaxed,Happy,Energetic,Uplifted,Sleepy",Dry Eyes,"Earthy,Pungent,Sweet"
1913,White Kryptonite,indica,"Depression,Insomnia,Pain,Stress,Headaches","Relaxed,Euphoric,Happy,Giggly",Dry Mouth,"Berry,Pungent,Blueberry"
1914,White Kush,indica,"Depression,Insomnia,Pain,Stress,Headaches","Relaxed,Hungry,Happy,Uplifted,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Pungent,Sweet"
1915,White Lavender,hybrid,"Depression,Pain,Stress,Headache,Eye Pressure,Inflammation","Relaxed,Euphoric,Happy,Energetic,Uplifted","Dry Mouth,Paranoid,Dry Eyes,Anxious","Lavender,Flowery,Pungent"
1916,White Lightning,hybrid,"Pain,Stress,Lack of Appetite,Inflammation,Muscle Spasms","Relaxed,Euphoric,Happy,Creative,Uplifted","Dizzy,Dry Mouth,Dry Eyes","Sweet,Pungent,Flowery"
1917,White Lotus,hybrid,"Depression,Pain,Stress,Cramps,Inflammation","Relaxed,Euphoric,Happy,Talkative,Focused",Dry Mouth,"Citrus,Spicy/Herbal,Earthy"
1918,White Nightmare,sativa,"Depression,Pain,Stress,Lack of Appetite,Muscle Spasms","Euphoric,Happy,Creative,Uplifted,Focused","Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Citrus,Blueberry"
1919,White OG,indica,"Depression,Insomnia,Pain,Stress,Nausea,Headache","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Dry Eyes","Earthy,Pine,Flowery"
1920,White Queen,hybrid,"Depression,Stress,Lack of Appetite,Fatigue,Headaches","Relaxed,Euphoric,Happy,Uplifted,Focused","Dry Mouth,Paranoid,Dry Eyes","Earthy,Sweet,Diesel"
1921,White Rhino,indica,"Depression,Insomnia,Pain,Stress,Lack of Appetite","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Pungent,Woody"
1922,White Romulan,hybrid,"Depression,Insomnia,Pain,Stress,Headaches","Relaxed,Happy,Talkative,Giggly","Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Pungent,Pine"
1923,White Russian,hybrid,"Depression,Insomnia,Pain,Stress,Headache,Fatigue","Relaxed,Euphoric,Happy,Creative,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Sweet,Skunk,Earthy"
1924,White Sangria,hybrid,"Depression,Stress,Cramps,Fatigue,Headaches","Relaxed,Happy,Energetic,Uplifted,Focused",,"Sweet,Earthy,Nutty"
1925,White Siberian,hybrid,"Pain,Stress,Lack of Appetite,Headaches,Inflammation","Relaxed,Creative,Talkative,Uplifted","Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Sweet,Flowery"
1926,White Skunk,hybrid,"Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache","Relaxed,Euphoric,Happy,Uplifted,Tingly","Dizzy,Dry Mouth,Dry Eyes","Skunk,Citrus,Sweet"
1927,White Slipper,hybrid,"Depression,Pain,Stress,Cramps,Fatigue","Relaxed,Happy,Creative,Talkative,Uplifted",Anxious,"Flowery,Spicy/Herbal,Sweet"
1928,White Smurf,hybrid,"Pain,Inflammation","Creative,Energetic,Talkative,Uplifted,Focused",,"Citrus,Earthy,Minty"
1929,White Strawberry,hybrid,"Depression,Stress,Headache,Headaches",Happy,"Dry Mouth,Paranoid,Anxious","Citrus,Sweet"
1930,White Urkle,hybrid,"Depression,Insomnia,Pain,Stress,Nausea","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dry Mouth,Paranoid,Dry Eyes,Anxious","Pungent,Spicy/Herbal,Woody"
1931,White Walker Kush,hybrid,"Depression,Insomnia,Stress,Lack of Appetite,Headaches","Relaxed,Euphoric,Happy,Creative,Energetic","Dry Mouth,Dry Eyes","Earthy,Sweet,Citrus"
1932,White Widow,hybrid,"Depression,Pain,Stress,Lack of Appetite,Fatigue","Relaxed,Euphoric,Happy,Energetic,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Woody,Pungent"
1933,White Zombie,hybrid,"Depression,Insomnia,Pain,Stress,Lack of Appetite","Relaxed,Euphoric,Happy,Creative,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Sage,Flowery,Pungent"
